reviewer_score,id
9.496000000000002,12797
9.530000000000003,48490
8.918000000000005,492735
8.505,174491
6.966000000000001,118316
9.578000000000008,86147
9.728000000000003,203992
9.684000000000005,7199
9.207000000000006,310339
5.810999999999999,295699
9.803000000000004,15444
8.436000000000002,46325
9.462,335935
7.621999999999999,231499
4.375,202351
6.165000000000001,301383
7.563999999999998,399578
9.420000000000002,218539
9.190000000000001,469684
8.336999999999998,194086
7.701999999999999,241140
9.097000000000001,489456
8.586999999999996,40339
7.405999999999999,106564
8.310999999999996,407340
9.387000000000006,57963
9.704,438739
7.484999999999996,166802
9.469000000000007,140977
7.154999999999997,27924
8.070999999999998,27038
9.209000000000003,255975
6.851,282554
7.142999999999994,215581
9.135,330042
4.151,204952
7.215999999999997,406510
8.670000000000005,346771
9.721000000000004,148090
8.937,457898
8.486999999999997,285354
9.808,397759
8.201000000000002,32932
9.334000000000001,60766
7.945999999999994,271800
7.867000000000002,371793
8.718999999999992,371452
8.030000000000001,411526
8.944000000000003,141103
8.213000000000001,110891
9.557000000000002,402758
8.645,17868
7.553000000000001,343591
7.528,471490
8.683000000000003,256700
5.797000000000001,505450
7.929999999999998,450543
6.438,480364
9.273000000000003,486347
9.105999999999998,431782
7.8989999999999965,467246
5.613000000000005,139938
8.402,412939
7.331000000000001,48138
8.695,296837
9.109000000000002,263732
5.910999999999999,467070
9.788000000000006,356197
8.752,68793
9.330000000000004,278265
8.700000000000003,436884
8.827,291079
7.906999999999999,306791
9.014000000000005,33799
9.642000000000003,54593
7.872999999999995,415518
8.989000000000003,468997
9.368,453145
9.419000000000004,457129
8.787000000000004,505516
8.061000000000002,124728
7.105999999999995,201846
7.656999999999996,87022
7.221999999999998,365351
8.958999999999998,30873
9.637000000000008,310261
9.122000000000003,329375
7.908999999999999,255682
8.042999999999996,297506
8.861,227566
4.28,424859
9.472000000000001,109203
8.387000000000002,473448
6.8340000000000005,92030
9.184999999999999,168447
9.253999999999998,273885
5.556000000000004,206882
8.997999999999996,496828
8.779000000000002,428705
9.237,277018
6.797000000000001,350174
7.408999999999995,47916
9.495000000000001,141600
9.435000000000008,15562
8.595,485148
8.572,493569
9.664000000000005,265625
8.751999999999999,423310
6.783,149334
7.457000000000001,263270
8.421999999999995,324461
9.348999999999998,370959
9.418000000000005,403949
9.048,34219
9.585000000000006,432402
8.117,134096
9.005000000000003,146868
9.219,488348
9.304000000000004,51863
6.17,126137
9.420000000000002,289411
8.898999999999996,264135
8.594000000000001,379597
9.198000000000004,332
7.117999999999996,210781
7.490999999999999,306309
5.908000000000005,213660
8.547,104641
8.166999999999998,505966
7.278999999999999,221006
7.027999999999994,504336
9.458000000000004,493849
6.535,364693
8.768000000000002,18305
8.265,455520
8.271999999999998,133751
8.377999999999995,318914
9.789000000000003,74887
8.542,501359
5.776999999999999,202807
6.213999999999999,213229
7.299999999999996,473930
8.289,128547
5.645,411844
6.420000000000001,144377
5.813000000000001,103762
8.483000000000002,320283
9.262999999999998,263106
8.612000000000005,149193
6.037999999999999,395344
7.059999999999999,404926
9.530000000000001,111506
7.980000000000001,82192
8.665999999999999,209705
8.933000000000002,14784
7.457000000000002,479784
6.549000000000002,25339
8.452000000000004,437361
9.679000000000004,221845
7.839000000000002,297817
7.849,68601
9.531,434482
7.916,454022
8.915,364050
9.094000000000001,1090
8.869999999999997,211779
7.416999999999997,221162
8.796,460411
9.479000000000005,498842
7.936999999999999,435329
9.709,230549
9.213000000000005,38979
8.936000000000002,271391
8.038,253766
8.092999999999998,229383
9.383999999999999,492639
8.968,494422
6.192000000000002,186672
8.600000000000001,121827
6.851,193807
9.406,410836
8.143999999999998,44798
8.624,353576
8.123000000000001,294808
9.239000000000004,462078
9.668999999999999,29385
7.401999999999999,305448
7.112999999999999,500343
8.237000000000002,291972
9.575000000000003,459260
7.155999999999995,375128
8.466999999999999,255330
9.244000000000003,54415
6.816999999999996,80273
8.092,194710
9.02,171197
8.082,361044
7.320000000000004,427546
9.702000000000005,193017
8.448999999999995,301811
7.0839999999999925,66917
9.516000000000005,161762
8.899000000000001,260268
8.982000000000001,20818
9.171999999999999,249238
8.521000000000003,163391
8.602999999999998,238731
8.9,358573
9.737000000000002,296018
8.365,114269
9.636000000000005,21967
8.450000000000003,160483
8.996000000000002,297833
8.218999999999996,387186
9.652000000000005,151262
7.868999999999997,409942
9.858000000000002,14960
7.906999999999998,514706
9.233,490958
9.502000000000002,140482
8.774999999999997,512308
7.529999999999998,88428
5.317,125671
8.371999999999998,329436
8.769,99323
9.265000000000006,186431
8.636999999999999,515714
6.384999999999999,499368
9.508000000000003,173301
8.050999999999997,143158
8.783,311617
8.068000000000005,47816
8.190000000000001,467532
9.633000000000003,182012
6.334999999999999,425740
7.264999999999997,131033
8.558999999999997,476358
7.035999999999998,260443
9.497000000000005,388438
9.355000000000002,12463
8.069999999999999,466682
8.695,457042
6.870999999999999,35046
9.076000000000002,130759
9.315000000000007,20932
9.635000000000005,415626
9.326,368514
9.336000000000002,205643
9.131000000000002,171061
7.271999999999996,316066
7.978999999999998,150686
9.251000000000003,320175
8.546999999999999,426531
9.609000000000004,404452
8.412999999999998,174770
8.087000000000002,393901
9.328000000000003,187495
9.256999999999998,450690
9.675,198736
9.353000000000002,472828
8.671000000000001,455702
9.177000000000007,216661
9.216000000000003,173010
7.7849999999999975,301546
6.621999999999999,166810
8.782999999999998,314488
8.592999999999998,8077
7.197999999999997,102
7.992000000000002,36756
9.814000000000004,402352
9.564000000000004,458002
7.625999999999994,264254
9.383,370718
8.659999999999998,139853
8.511,213076
7.838000000000002,210555
7.467999999999998,506950
8.013000000000002,279981
7.179999999999998,182942
9.388,216534
7.539,193546
9.118000000000006,204357
8.295000000000005,347227
8.113999999999999,427046
5.325000000000001,213967
9.607000000000005,107545
7.668999999999996,177578
9.752000000000004,216762
7.539999999999996,186775
6.128999999999999,123135
9.106,393303
9.700000000000003,253464
7.519999999999999,160577
7.4709999999999965,181112
8.657000000000002,297801
9.035000000000004,416992
9.499000000000002,88809
8.627000000000002,166028
8.452,142035
8.046,311177
9.041999999999998,386665
7.265,54122
9.469,40375
8.799000000000003,280255
9.641000000000007,386744
9.733000000000004,221885
8.182999999999996,275218
9.681000000000001,215877
8.560999999999996,433683
8.172000000000002,272559
8.832999999999995,448044
6.545999999999998,51582
5.736999999999997,67143
5.337,155960
5.960999999999999,149627
6.2829999999999995,177982
8.473000000000003,497842
9.567000000000013,483606
9.105999999999996,183249
7.686,173552
7.137000000000001,299148
9.373000000000001,286349
8.805,155728
8.892999999999999,136430
8.563999999999998,212782
8.341000000000003,438165
9.289000000000001,276813
4.701000000000001,67985
9.481000000000002,278458
9.502000000000002,443905
8.305,218181
8.914000000000005,161186
9.818000000000003,148863
9.328000000000003,37422
8.969,61995
9.544000000000004,39591
9.599,101725
9.517000000000003,400281
7.349999999999997,441861
8.584,125324
9.647000000000006,122728
7.917999999999996,461871
6.972999999999997,467534
8.502999999999997,345901
9.509000000000002,449250
8.897999999999998,408000
6.065000000000002,431152
9.620000000000006,331641
9.339000000000002,100825
9.625000000000002,106060
8.137000000000002,52297
9.458000000000006,76932
8.93,288696
9.215000000000002,322246
9.652000000000001,175066
9.301000000000009,12445
5.4430000000000005,467014
9.627000000000004,488004
9.018000000000006,93494
9.729000000000005,219667
7.592000000000002,327229
9.267,249923
9.092,90875
8.345,109721
8.647,354006
9.693000000000005,214946
5.257999999999999,363643
8.752999999999998,515201
7.4060000000000015,128332
8.133,216618
8.473,327739
8.329999999999998,258033
9.630000000000004,1358
8.985999999999999,30300
8.89,383701
8.822000000000005,83339
9.520000000000003,136980
9.362,465103
8.827000000000002,55305
8.899,360945
9.422000000000002,269737
9.587000000000005,33134
9.413000000000006,326439
7.595999999999995,77526
7.716999999999997,246568
7.775,452525
4.556000000000003,323398
5.531999999999998,70551
9.501000000000003,391969
8.699000000000003,455468
9.527000000000006,459829
7.255999999999997,511167
9.07,487064
9.533000000000007,431677
8.253999999999998,487131
9.72,179862
8.492999999999997,2173
7.7589999999999995,147630
9.482000000000005,122394
7.712,505617
6.053000000000003,488729
9.549000000000003,324399
9.197000000000001,132733
9.778000000000006,26030
8.594,89280
8.623999999999997,406925
9.429,278979
8.667,203818
6.238,482918
8.946000000000002,485834
9.723000000000003,54481
9.592000000000004,460775
7.953999999999999,375432
8.862,358655
8.169,416801
9.443999999999999,288740
9.667000000000007,212431
8.926000000000005,369801
9.062000000000001,496321
6.356000000000002,314320
9.148,116792
6.655999999999999,456828
7.472999999999998,33478
9.800000000000004,388302
9.530000000000006,154778
9.161999999999997,54997
6.815000000000001,345100
9.682,458457
8.463000000000003,211007
8.549,301787
9.020000000000005,431004
9.491000000000001,201748
8.465,87082
9.444999999999999,52745
8.317,297000
9.218000000000005,483921
7.213000000000001,491136
7.638,24593
9.228000000000005,397013
9.756000000000002,47379
6.188000000000001,203340
9.052,330745
9.171,169247
8.501,328447
9.454000000000004,208968
8.868,95974
7.791000000000004,358854
9.513000000000007,278240
9.730000000000008,171420
7.946000000000002,308783
7.437999999999997,439621
7.682999999999998,34238
6.402000000000002,363806
8.883,180579
6.321999999999999,110051
9.419,414884
9.743000000000004,358358
5.855000000000001,186761
8.927,475631
8.576000000000004,439149
8.899999999999999,447739
8.556999999999999,488819
9.156000000000002,102934
8.195999999999996,351627
6.722999999999997,346542
8.824000000000002,291506
6.181999999999997,133940
8.814999999999998,162959
9.37,358781
9.372000000000003,236664
8.481,319412
7.458999999999998,463574
8.410000000000002,4301
6.123000000000001,27001
7.681999999999997,498595
9.321000000000002,476800
8.212,192396
8.958000000000004,32279
7.770999999999997,451469
9.171,393773
7.983999999999998,209620
8.943999999999999,96112
9.517000000000007,233763
8.982000000000005,374828
8.999,511507
8.777999999999997,133690
5.47,490165
6.274999999999997,475838
8.044999999999995,155309
7.931999999999997,343752
6.362000000000003,452062
6.262999999999997,423166
9.066000000000006,450767
5.414000000000002,210052
8.546999999999997,308584
8.830999999999998,149706
9.370000000000001,432904
8.65,211514
9.149999999999999,306778
6.471999999999996,32516
8.963000000000003,465951
8.649000000000003,78811
8.228999999999997,186194
9.632000000000005,465385
9.113000000000005,153092
8.549000000000001,23644
8.924999999999997,128115
6.723,295506
7.03,117607
8.691,135604
7.437999999999997,354643
9.830000000000005,360141
8.363000000000005,453694
7.923999999999996,241294
4.462000000000002,486397
8.413999999999993,126982
6.921000000000001,287202
7.714000000000001,397832
9.382,234296
9.810000000000002,434262
9.282000000000005,40540
8.120999999999999,485202
8.302,320989
8.440999999999997,367091
7.175000000000001,46267
9.607000000000005,50119
9.107,293836
8.709999999999997,96563
9.687000000000001,86281
9.793000000000003,199612
9.271000000000006,249337
9.531000000000002,438531
9.149000000000003,117515
7.238999999999995,349170
8.495999999999999,357021
9.646000000000008,59662
8.087999999999997,133287
9.167000000000002,84660
8.627999999999997,258776
9.619000000000005,289911
9.407000000000005,347110
7.869,138168
9.582000000000004,458573
7.4510000000000005,452751
7.2509999999999994,216200
9.033,55490
9.011999999999999,460307
8.646,442364
6.485000000000001,296531
7.582999999999999,492715
7.610000000000001,406463
9.014999999999999,49897
5.674000000000001,287050
9.247000000000005,422485
7.125999999999996,232938
9.195000000000002,313502
7.772000000000004,303649
9.570000000000004,376612
9.768000000000006,413768
9.001,183228
8.026000000000003,263052
9.661000000000003,24377
9.902000000000001,39738
4.317000000000004,157881
6.525999999999997,468280
8.791999999999998,100951
9.016000000000004,428793
5.556999999999999,475817
7.425,348443
8.511999999999999,309056
9.120000000000005,219851
7.572,213627
7.2620000000000005,44890
7.081999999999997,359611
8.272999999999996,137196
6.976000000000004,199412
9.563,144856
8.888999999999996,474954
7.246,33768
7.446999999999997,261576
9.022000000000002,250457
9.153000000000002,153919
8.614999999999993,251701
9.629999999999999,127312
8.592000000000002,173642
7.9369999999999985,27812
8.267999999999995,211388
9.698000000000006,380632
6.1999999999999975,433008
8.488000000000003,176419
4.889000000000002,79058
9.013000000000003,27518
7.765,166248
6.273999999999998,40795
9.58900000000001,449749
6.160999999999999,64586
9.023000000000001,341167
7.257,497588
7.8779999999999974,212167
9.302999999999999,67627
9.768000000000006,204101
8.341999999999999,351239
9.599,62379
8.514,218068
9.212,332570
6.885000000000002,8511
9.008000000000004,27860
7.301999999999998,9924
9.015000000000004,75698
7.256999999999998,141001
9.379000000000007,270293
7.023000000000004,66681
7.128999999999999,55001
8.191,168972
7.539000000000002,447401
8.653000000000002,242036
9.265000000000004,138995
9.077000000000004,236598
5.533000000000002,115841
6.911999999999999,301624
7.138,5251
6.955000000000002,169711
6.902999999999997,90624
9.363999999999999,109231
8.311000000000002,150146
5.689999999999997,27906
9.058000000000003,174983
9.799000000000001,57333
6.6560000000000015,342941
9.768000000000002,455882
7.0049999999999955,425083
7.569999999999997,235170
5.921,452918
9.066000000000004,242293
8.014999999999993,231032
6.975,138797
5.778,453461
8.333999999999996,231004
7.226000000000002,116715
7.621999999999998,151408
7.7509999999999994,477220
9.403000000000008,291276
7.450999999999999,509429
8.836,231555
8.739999999999997,483108
8.335,202341
8.845,50823
9.616000000000007,59436
9.598000000000004,160983
8.980000000000002,382963
9.662000000000003,197783
9.338000000000006,234054
8.244999999999997,292670
9.214000000000006,155613
8.692,13885
8.953000000000001,473283
8.348999999999997,444731
8.895000000000003,189337
8.318999999999996,470293
9.421,59829
7.604999999999998,342866
8.892999999999999,510090
7.689,483
9.421000000000008,238929
7.775000000000002,376085
8.736,54233
9.233000000000004,339389
8.409999999999997,242999
8.882,352118
8.616000000000007,286317
7.308999999999998,154143
8.357999999999997,260448
6.854000000000001,237347
8.189000000000002,300859
9.177000000000001,294859
9.169000000000006,414616
7.144999999999999,201438
9.097000000000001,459602
9.392999999999999,79631
6.046,204764
9.271,248414
8.798,57870
8.481,292071
5.357,513463
9.378000000000004,85159
8.684000000000001,164176
8.331999999999995,359594
8.548,287598
7.599999999999999,499047
6.045,136112
9.223000000000006,310266
8.391999999999998,377692
6.6270000000000024,277992
8.759,19845
9.184000000000003,263799
8.691000000000004,229848
9.142000000000001,168408
9.534000000000002,11537
9.378,103426
6.616999999999999,169086
9.366000000000003,104010
8.905999999999999,127163
9.480000000000006,16226
8.943999999999994,420707
9.716000000000003,127388
7.980000000000005,418802
5.113000000000001,441301
8.847000000000001,257728
7.205,420111
9.425000000000006,192780
7.236999999999998,27693
8.046999999999999,461128
9.063999999999998,136565
8.704000000000004,148191
5.326000000000004,53301
7.417999999999998,506924
8.033999999999999,184227
6.989,29726
8.574000000000002,455898
9.514000000000005,21081
7.988000000000002,140062
8.635000000000002,490808
8.841999999999999,14121
6.832999999999998,110500
7.7410000000000005,140431
7.881000000000001,297497
8.424999999999997,134859
7.575999999999998,468204
9.453000000000003,61036
9.283999999999997,338095
9.111,151146
9.515,382379
9.556000000000008,417800
9.155000000000003,198650
8.871000000000002,322022
8.456000000000003,183407
7.191999999999997,47496
9.166,404334
9.392999999999997,110581
7.118999999999999,345349
8.695000000000002,1114
8.447000000000001,264143
8.373,513970
8.889000000000003,423804
9.800000000000004,458808
8.465999999999998,358776
8.083999999999998,54839
8.866000000000003,320947
9.568000000000007,117389
6.628000000000001,501239
8.956000000000003,448205
8.808000000000003,309219
5.824000000000001,246523
9.779000000000005,466524
9.823000000000004,466346
5.744000000000002,350393
8.508999999999995,185256
9.650000000000004,54412
5.119000000000003,407372
9.092999999999996,263637
7.831,347101
9.169000000000002,82669
9.116000000000003,175551
8.640999999999998,322571
4.917999999999998,483348
6.284,244730
9.450000000000006,503130
8.837,189165
7.718999999999998,266354
8.218999999999998,247764
9.579000000000004,147738
7.061000000000002,245091
9.311,222712
9.415000000000001,408207
9.306000000000003,505422
9.656000000000002,360443
6.366999999999999,234290
8.476999999999999,28227
9.549000000000008,430416
9.209000000000003,63065
8.386000000000001,138253
8.859999999999998,490838
9.421000000000012,220820
6.365999999999997,89745
6.849000000000002,186908
9.531000000000002,375113
9.544,324252
8.688999999999997,219245
8.617000000000003,415989
5.963000000000001,113331
8.939000000000004,74597
7.318000000000001,410010
9.281000000000006,432443
9.016000000000002,202774
9.659000000000004,509340
8.957000000000003,313213
7.419,498915
9.149,36478
8.334999999999999,396726
8.856,474239
9.421999999999999,4712
9.524,371465
9.506000000000002,192977
9.221999999999998,261859
7.915,110690
9.200999999999999,252060
5.956999999999998,72525
8.903000000000002,229836
8.306000000000004,275790
8.065999999999997,399341
6.347999999999997,245236
9.299,413479
9.575000000000005,143247
9.360000000000007,398981
8.992000000000004,298804
8.135000000000002,10871
7.619999999999999,38939
9.246000000000006,368163
4.858000000000002,305911
8.945999999999998,500484
7.006999999999998,115514
9.180000000000001,474913
5.095000000000002,78304
8.235999999999999,42459
8.537999999999998,207497
9.684000000000003,425087
9.243,279851
9.050000000000004,422537
5.3130000000000015,464232
9.021999999999995,406949
7.991999999999993,156972
9.139000000000001,474683
8.972000000000001,493593
9.336000000000011,152306
5.218000000000003,108130
9.412,337854
5.6869999999999985,468303
8.231000000000002,491768
9.132,76011
9.092000000000002,28104
8.455999999999996,264751
5.2059999999999995,131974
8.299999999999994,305854
9.084000000000005,61366
9.516000000000002,53114
6.104999999999999,295258
8.368999999999998,385148
9.172,231984
7.354000000000005,457043
9.604000000000003,469148
9.409000000000008,14894
8.869,444963
5.648000000000001,349929
6.912000000000002,215661
7.099000000000002,422872
8.947000000000005,77591
8.274000000000001,32369
6.454999999999999,105045
7.928000000000001,435769
7.835000000000001,76723
9.533000000000005,473011
7.150999999999997,508061
8.568999999999999,452664
7.454000000000002,312204
8.210999999999999,173518
7.714000000000001,132680
9.269000000000002,509917
8.326,302475
5.896000000000002,140887
9.107999999999999,203427
8.671000000000005,94959
8.034999999999998,418413
8.184,425510
7.963000000000002,402698
8.972000000000001,292724
7.992999999999998,117646
9.545000000000007,59897
8.429,167345
8.208,396061
8.579999999999998,436833
8.638,277591
6.7690000000000055,136613
9.948000000000002,483920
9.170999999999998,452330
9.528999999999998,125907
8.757000000000005,275428
8.985999999999995,2938
8.171,184668
8.092999999999998,159102
8.308999999999996,294848
9.501,5969
9.290000000000004,510676
9.382000000000003,228052
8.100999999999997,24740
8.202999999999998,491265
9.548000000000005,56465
8.667000000000005,463314
9.064,364198
9.783000000000003,393426
9.473999999999998,385377
9.002000000000004,314497
9.751000000000003,327588
8.311,402689
5.645,115371
7.7010000000000005,151372
7.511,126516
9.122,324017
8.488000000000001,256612
5.733,333927
8.994,133561
6.549999999999998,469783
9.816000000000006,17245
9.403999999999998,235202
8.635000000000002,380996
9.515000000000004,109138
7.964999999999998,495717
7.5099999999999945,351873
9.389,70833
9.490000000000002,87996
8.549,378150
9.331,253971
8.697000000000001,287612
9.292,26702
7.244,244783
8.885000000000005,151393
8.216999999999999,335352
9.548000000000002,451922
8.627,71492
9.892000000000003,148806
9.701000000000008,127243
8.229,465641
6.320000000000001,72432
8.291999999999998,344431
7.275999999999999,271725
8.528999999999996,36978
7.610000000000003,171063
9.021,457450
9.195000000000004,391482
9.369000000000005,528
8.099,14502
9.687000000000005,106859
7.960000000000003,306631
8.446000000000005,383423
7.890999999999996,492599
8.561000000000003,95024
7.354999999999997,202707
7.870999999999994,308913
7.257999999999997,42479
8.958,3887
8.909,394916
8.068999999999999,76264
9.06,334000
9.380000000000003,432933
5.759000000000003,426057
9.743000000000004,85947
8.679999999999998,373417
5.949,141388
9.700000000000003,300959
9.053,182092
9.446000000000007,175507
9.427000000000003,247404
6.593999999999999,423908
8.470000000000002,31337
9.336000000000002,400319
9.761000000000003,53995
9.278000000000002,158234
8.639999999999997,276526
8.261999999999999,356542
8.966999999999997,395902
9.916000000000002,81101
6.9190000000000005,267240
8.464999999999998,316440
8.689000000000004,255772
8.540999999999995,380861
9.170000000000002,278487
8.220999999999998,132759
8.129,276099
9.140000000000004,460884
9.552000000000005,137053
8.466999999999999,50630
8.128000000000004,460349
6.275000000000001,345411
6.7909999999999995,91251
7.792999999999999,471380
8.483,387152
6.886,143119
9.322000000000005,447181
7.521000000000004,399583
6.517000000000001,248581
9.630000000000006,132388
7.215999999999999,163369
7.716000000000003,58446
8.141999999999996,149254
7.508999999999998,407296
8.806000000000001,73670
8.424000000000001,132767
8.729000000000003,94229
9.068000000000001,152982
5.450000000000001,495982
7.931999999999993,421675
9.588000000000001,264073
7.232999999999995,202465
9.448000000000006,180806
9.508000000000008,239182
7.125999999999998,127612
8.642000000000001,375621
7.621999999999997,295452
8.405,5506
9.229,390898
8.792000000000003,294556
9.866,340882
9.246000000000002,435239
8.263,174940
7.8749999999999964,481427
7.847999999999997,254249
9.243000000000006,445948
9.016000000000002,473910
9.312000000000001,345512
8.796000000000003,398561
8.074000000000002,107094
6.246000000000002,334981
7.129000000000002,389538
5.4300000000000015,344853
8.550000000000006,22125
6.969999999999999,106965
8.682000000000004,59376
8.837000000000002,208319
6.767000000000001,402403
9.782000000000004,184200
8.019000000000002,176119
8.756,379888
9.209,144058
6.861999999999996,114466
7.852999999999998,446308
5.535,497745
6.655,135852
9.111000000000008,456492
4.630000000000003,28447
7.993999999999999,406690
9.801000000000004,470653
9.673000000000007,153366
9.116,214368
9.466000000000003,49550
9.826000000000004,504929
5.4990000000000006,456062
8.926000000000002,376874
9.677000000000003,303393
7.656000000000003,22509
9.228000000000007,172205
9.542000000000002,413697
8.145,282624
8.469000000000001,213457
9.344999999999999,277559
9.217,221407
8.989000000000003,267715
6.597000000000001,40290
7.440999999999997,122581
8.244000000000005,4088
4.812000000000001,9558
9.423,299887
8.925999999999998,183497
9.499000000000006,19727
7.855999999999999,27513
7.898,214409
7.4790000000000045,458629
9.029000000000002,228791
8.396,24187
8.983999999999996,291141
6.905999999999998,123349
8.297999999999995,151086
9.236,388549
7.272000000000002,70339
9.095000000000002,97470
9.645999999999999,162014
8.474999999999994,29068
7.439,514193
9.569000000000004,23864
9.516000000000005,248523
8.728,141108
8.547000000000006,501170
8.559,486376
9.327000000000005,453643
5.990999999999998,66341
9.116000000000003,345982
8.189000000000002,17777
9.028999999999998,279310
9.100000000000003,57206
9.149000000000004,97176
7.885000000000002,405473
8.425999999999998,458950
9.443000000000003,106083
6.9060000000000015,160459
9.664000000000001,31904
8.813999999999998,369237
8.709000000000001,107851
8.223999999999997,433838
8.504999999999999,74780
9.744000000000002,411674
8.026000000000005,199787
7.7849999999999975,308244
9.467,96753
7.751,142592
9.617000000000006,485979
8.445999999999996,234255
9.224000000000004,97097
9.437000000000005,154741
9.333000000000004,465731
7.493000000000003,78431
8.170000000000005,98136
6.439000000000002,301011
7.307,147474
8.613999999999994,151115
9.163000000000006,198366
7.976,410057
8.802000000000003,418301
9.074,152747
9.228000000000003,368101
8.675,117720
8.87700000000001,150359
8.963000000000001,496621
8.068999999999999,376487
9.147000000000006,73681
9.255000000000003,462471
7.959000000000002,11502
7.608999999999997,508420
8.749999999999998,343689
9.183999999999997,41142
9.550000000000006,78546
8.483999999999996,332524
9.247000000000002,445756
9.212000000000003,10445
8.553999999999998,166620
7.879,473364
9.302000000000003,425450
9.056000000000004,307616
9.164000000000003,459840
8.008,38780
7.832000000000001,510943
8.691999999999997,474272
7.968000000000001,491510
9.431000000000004,479468
9.36,10373
9.183,406767
9.198000000000006,188535
8.458999999999996,299196
9.794000000000004,327389
8.724,420045
7.0939999999999985,37050
6.989,104569
9.26,50315
8.667,295533
8.559999999999999,8192
9.305000000000001,116450
7.829999999999999,322139
7.658999999999999,30899
9.795000000000005,116341
9.567000000000005,480677
8.877999999999993,476654
7.984000000000001,126289
9.610000000000003,415090
7.587999999999997,244722
9.271,308243
5.730000000000005,172437
7.0280000000000005,11581
8.549000000000001,138331
9.470000000000004,456183
7.108000000000003,304174
8.582,123703
7.584999999999997,152541
9.124,387352
9.470000000000008,221227
6.394,41470
6.472000000000004,169424
8.458000000000002,470883
7.087999999999998,343510
9.499,78748
9.780000000000006,414534
9.251000000000001,103369
9.075000000000003,467323
8.910000000000002,282283
8.382999999999996,397343
6.815000000000002,486412
6.769,379216
9.844000000000005,250336
7.7940000000000005,445131
9.710000000000004,320384
7.895,418603
7.333999999999994,272184
9.552000000000003,28157
7.526,343710
5.669000000000002,72348
7.553000000000001,246633
8.576,22961
8.725999999999999,121712
9.312000000000005,220710
9.692000000000004,424456
9.707000000000003,446575
7.333000000000002,408804
9.701,274987
8.638000000000005,445474
7.6869999999999985,183078
8.765000000000008,78530
8.904000000000002,476766
6.8770000000000024,307951
8.32,196956
7.881999999999998,98849
8.982999999999999,178233
7.463999999999993,503420
8.456999999999999,163060
8.092999999999998,335411
8.994000000000002,42388
9.695000000000002,302703
8.097,63299
4.846000000000001,130793
6.0139999999999985,336419
8.104000000000001,185432
7.175999999999999,145339
8.459000000000001,381787
7.059999999999999,244277
7.653000000000002,30891
8.182,431280
8.497000000000003,45335
5.702000000000002,401778
9.545000000000002,106138
7.229000000000002,140296
8.235000000000001,380374
7.253000000000001,505841
9.241000000000003,31177
9.448000000000006,221500
8.375,96738
9.449000000000009,272782
6.657000000000002,275136
9.585000000000008,130118
9.678000000000006,209170
6.102999999999998,5361
7.443000000000001,116034
7.670999999999998,471359
8.982000000000001,335322
9.163000000000004,400516
9.255,293194
7.775999999999997,426063
6.664000000000001,423450
5.0900000000000025,275354
7.449999999999999,2690
8.29,43569
8.514,299560
7.255999999999999,40132
7.619999999999999,129854
9.552000000000005,216912
8.422000000000002,69045
7.074000000000002,176290
6.771000000000002,112106
9.633000000000001,249501
9.533000000000005,289982
9.687000000000006,73219
8.585,253275
8.974,311660
8.799000000000003,310377
8.390999999999996,396744
8.482000000000001,347191
9.689000000000004,340747
